idindikator;mes;god;IDTer;nTer;vrednost;idJedinicaMere;nJedinicaMere;nIzvorI;Indikator;IDStatusPodatka;nStatusPodatka
2403040103IND02;01;2018;RS216;Rasinska oblast;57573;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS217;Raška oblast;57062;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS218;Šumadijska oblast;64361;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS22;Region Južne i Istočne Srbije;61847;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS221;Borska oblast;68212;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS222;Braničevska oblast;66802;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS223;Zaječarska oblast;59102;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS224;Jablanička oblast;55054;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS225;Nišavska oblast;62310;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS226;Pirotska oblast;65382;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS227;Podunavska oblast;65183;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS228;Pčinjska oblast;57389;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2018;RS229;Toplička oblast;57382;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70017;Aleksandrovac;57872;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70025;Aleksinac;61249;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70033;Aranđelovac;66817;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70041;Arilje;55031;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70050;Babušnica;60976;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70068;Bajina Bašta;59742;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70076;Batočina;59092;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70084;Bela Palanka;55226;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70092;Barajevo;65129;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70106;Voždovac;95574;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70114;Vračar;123000;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70122;Grocka;65512;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70149;Zvezdara;95590;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70157;Zemun;84539;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70165;Lazarevac;96156;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70173;Mladenovac;63530;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70181;Novi Beograd;117794;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70190;Obrenovac;77024;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70203;Palilula (Beograd);83473;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70211;Rakovica;84629;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70220;Savski venac;108320;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70238;Sopot;63052;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70246;Stari grad;118215;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70254;Čukarica;90054;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70262;Blace;56977;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70289;Bogatić;58407;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70297;Bojnik;54826;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70319;Boljevac;64651;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70327;Bor;88610;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70335;Bosilegrad;59224;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70343;Brus;57953;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70351;Bujanovac;56139;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70360;Valjevo;67325;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70378;Varvarin;55593;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70386;Velika Plana;62050;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70394;Veliko Gradište;58735;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70408;Vladimirci;57172;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70416;Vladičin Han;61447;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70424;Vlasotince;53119;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70432;Vranje;63398;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70459;Vrnjačka Banja;58630;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70467;Gadžin Han;51619;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70475;Golubac;60223;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70483;Gornji Milanovac;67477;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70491;Despotovac;66315;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70505;Dimitrovgrad;58045;RSD;RSD;SORS;Average gross earnings;A;Normal value
2403040103IND02;01;2019;70513;Doljevac;55290;RSD;RSD;SORS;Average gross earnings;A;Normal value
